mean_ms,std_ms,device,T,model
2.521836757659912,0.008404136548662964,cuda,16,difftriplet
1.2286901473999023,0.012427189647381513,cuda,16,mt4mtl
4.5395612716674805,0.04402114184686452,cuda,16,rendezvous
19.566214084625244,0.7997490061361786,cuda,16,rit
7.39288330078125,0.00725631165887784,cuda,16,tdn
19.820821285247803,0.8623931408646596,cuda,16,tripnet
